"","sta_id_s","sta_id_t","alt_min","alt_max","alt_mean","alt_med","alt_sumdabsdiff","alt_sumposdiff"
"1",1,2,-14.7832801100829,-12.0524479814402,-13.4178640457615,-13.4178640457615,2.73083212864269,2.73083212864269
"2",2,3,43.5701091115649,753.520750327633,351.785461620977,365.311964862186,4761.774186521,2679.38818320147
"3",3,4,65.1306481180471,1466.62555535168,679.729757611478,780.015570046139,6330.35261857682,3471.86678069401
"4",4,5,66.3903397692223,272.794037006735,169.230853723204,168.86951905843,275.676738418831,69.2730411813184
"5",7,8,-89.6490686541663,1389.37273234537,301.358611731357,120.088949845509,8170.07370094968,3878.29984405612
"6",8,9,92.9474194824314,1255.07150650701,508.433018456704,285.360861033365,2097.93736351915,912.852728297096
"7",9,10,26.151079056479,1062.92892142789,217.737832099894,107.247892684531,2561.14308087644,1101.24239318207
"8",10,11,98.2929879368106,507.99366345062,281.636067281931,280.951883594905,1074.41544142659,649.026540452387
"9",11,12,325.470136792146,1092.19166289002,645.538647304087,580.907242553956,2286.84397396099,1218.70489697313
"10",12,13,49.6890743468837,912.259382510784,421.206714566619,249.690084911189,1658.77376918235,862.570308163901
"11",13,14,61.2551712151581,877.934197315302,450.486778166277,417.12811241034,1376.17516466194,493.70276945724
"12",14,15,-23.0785885760954,-23.0785885760954,-23.0785885760954,-23.0785885760954,0,0
