"","sta_id_s","sta_id_t","alt_min","alt_max","alt_mean","alt_med","alt_sumdabsdiff","alt_sumposdiff"
"1",1,2,137.982174069859,937.692082955789,487.10748937501,491.987361717811,2674.70945753985,1340.88732147394
"2",2,3,-92.8456184975311,1573.65898163636,463.150704961832,268.117967030589,12713.6101477399,6355.24634202619
"3",3,4,53.4964433816646,116.120412357639,83.0377022081911,83.0550650642479,210.850657646231,132.917690631048
"4",4,5,60.321721060944,138.430027368846,82.4879330986174,77.9879451610317,171.668216488225,85.5145846109414
"5",5,6,91.3598839682963,168.425851224589,142.308977132798,167.141196205508,77.0659672562927,77.0659672562927
"6",6,7,187.082188831303,394.567928307467,282.069082290636,250.502709140608,445.658255515811,301.593036348953
"7",7,8,176.143771330715,194.097252535812,185.161901434946,183.879619625206,53.3977144370209,19.3706641919528
"8",8,9,263.651524722994,1692.60183651226,913.028794934257,624.894183715004,4885.82757011819,3064.0811878921
"9",9,10,63.6200105716013,579.016448666922,279.311955943552,293.645676612553,1209.63424414817,497.254838293704
"10",10,11,107.747700497462,171.210263794518,132.991533952603,138.851020969782,154.338548055853,63.462563297056
"11",11,12,197.138931104782,284.193261579438,247.100648841024,253.535201339938,138.17189917993,51.1175687052741
"12",12,13,138.24019325609,138.24019325609,138.24019325609,138.24019325609,0,0
