"","x"
"1",116.820240026848
"2",-59.8409240130985
"3",11.3470056622751
"4",159.020106784085
"5",119.185782188626
"6",-30.6941911015088
"7",44.650340026704
"8",117.086385261426
"9",151.447670267321
"10",133.657903606667
"11",96.4119173650386
"12",389.724871802748
"13",626.621167721966
