"","x"
"1",450.241575920265
"2",167.533442928723
"3",25.8754123691583
"4",-33.2212368248187
"5",74.5644802342272
"6",328.960789845558
"7",419.839507922239
"8",629.803663057373
"9",769.136831449169
"10",886.124642490475
"11",438.356979037346
