"","x"
"1",589.303869416519
"2",649.95727081488
"3",1335.27876624303
"4",1651.98810345032
"5",279.98946289472
"6",48.9367567234532
"7",81.9090184943981
"8",0.933085423790658
"9",-25.1680095108232
"10",-32.1507928100257
"11",27.4477719721992
"12",1060.07848165877
"13",325.616806478601
"14",870.177590892312
"15",1219.2181428063
"16",562.251396205341
