"","sta_id_s","sta_id_t","alt_min","alt_max","alt_mean","alt_med","alt_sumdabsdiff","alt_sumposdiff"
"1",1,2,42.7334379778731,751.209810422303,350.423540566877,363.9642696891,4755.38179047869,2675.96024934226
"2",2,3,65.6371245220499,1466.75846926041,679.421368420517,779.158060662819,6323.04661699199,3467.43309404587
"3",3,4,64.8987226906379,271.916134735453,168.325176714961,168.242924716877,276.141777201468,69.1243651566532
"4",6,7,-89.6490686541663,1389.37273234537,301.358611731357,120.088949845509,8170.07370094968,3878.29984405612
"5",7,8,92.9474194824314,1255.07150650701,508.433018456704,285.360861033365,2097.93736351915,912.852728297096
"6",8,9,26.151079056479,1062.92892142789,217.737832099894,107.247892684531,2561.14308087644,1101.24239318207
"7",9,10,98.2929879368106,507.99366345062,281.636067281931,280.951883594905,1074.41544142659,649.026540452387
"8",10,11,325.470136792146,1092.19166289002,645.538647304087,580.907242553956,2286.84397396099,1218.70489697313
"9",11,12,49.6890743468837,912.259382510784,421.206714566619,249.690084911189,1658.77376918235,862.570308163901
"10",12,13,61.2551712151581,877.934197315302,450.486778166277,417.12811241034,1376.17516466194,493.70276945724
"11",13,14,-23.0785885760954,-23.0785885760954,-23.0785885760954,-23.0785885760954,0,0
