DD/MM/YYYY HH:MM:SS,T('C),P(Pa)
16/06/2021 19:20:00,31.402,98475.899
16/06/2021 19:50:00,32.632,98501.59
16/06/2021 20:20:00,33.261,98286.336
16/06/2021 20:50:00,33.1,98539.432
16/06/2021 21:20:00,33.96,99109.498
16/06/2021 21:50:00,32.464,99173.833
16/06/2021 22:20:00,34.088,98668.187
16/06/2021 22:50:00,40.896,98866.43
16/06/2021 23:20:00,43.613,99204.234
16/06/2021 23:50:00,38.137,99339.11
17/06/2021 00:20:00,31.919,99304.271
17/06/2021 00:50:00,30.386,99305.218
17/06/2021 01:20:00,29.216,99291.483
17/06/2021 01:50:00,28.424,99277.693
17/06/2021 02:20:00,27.753,99300.225
17/06/2021 02:50:00,27.166,99325.376
17/06/2021 03:20:00,26.535,99350.435
17/06/2021 03:50:00,26.098,99334.856
17/06/2021 04:20:00,25.775,99303.059
17/06/2021 04:50:00,25.081,99312.667
17/06/2021 05:20:00,24.668,99301.43
17/06/2021 05:50:00,24.338,99288.985
17/06/2021 06:20:00,24.119,99246.805
17/06/2021 06:50:00,23.906,99256.703
17/06/2021 07:20:00,23.736,99233.629
17/06/2021 07:50:00,23.601,99186.01
17/06/2021 08:20:00,23.487,99200.311
17/06/2021 08:50:00,23.375,99188.107
17/06/2021 09:20:00,23.238,99221.772
17/06/2021 09:50:00,23.087,99213.949
17/06/2021 10:20:00,23.058,99197.504
17/06/2021 10:50:00,23.074,99220.62
17/06/2021 11:20:00,23.088,99257.062
17/06/2021 11:50:00,23.097,99245.407
17/06/2021 12:20:00,23.112,99235.029
17/06/2021 12:50:00,23.138,99220.19
17/06/2021 13:20:00,23.159,99260.976
17/06/2021 13:50:00,23.198,99209.364
17/06/2021 14:20:00,23.237,99145.518
17/06/2021 14:50:00,23.269,99124.115
17/06/2021 15:20:00,23.468,98994.785
17/06/2021 15:50:00,23.563,99163.907
17/06/2021 16:20:00,23.833,99138.923
17/06/2021 16:50:00,23.954,99114.799
17/06/2021 17:20:00,24.06,99071.427
17/06/2021 17:50:00,24.151,99031.867
17/06/2021 18:20:00,24.237,99038.69
17/06/2021 18:50:00,24.294,98958.857
17/06/2021 19:20:00,24.367,98933.132
17/06/2021 19:50:00,24.407,98897.677
17/06/2021 20:20:00,24.453,98861.578
17/06/2021 20:50:00,24.561,98836.677
17/06/2021 21:20:00,24.66,98816.494
17/06/2021 21:50:00,24.703,98733.127
17/06/2021 22:20:00,24.807,98699.266
17/06/2021 22:50:00,24.868,98680.561
17/06/2021 23:20:00,24.884,98726.174
17/06/2021 23:50:00,24.863,98748.145
18/06/2021 00:20:00,24.858,98786.037
18/06/2021 00:50:00,24.746,98832.695
18/06/2021 01:20:00,24.542,98912.94
18/06/2021 01:50:00,24.259,98880.135
18/06/2021 02:20:00,24.134,98744.935
18/06/2021 02:50:00,23.856,98621.251
18/06/2021 03:20:00,23.634,98601.017
18/06/2021 03:50:00,23.453,98472.641
18/06/2021 04:20:00,23.411,98443.763
18/06/2021 04:50:00,23.396,98480.196
18/06/2021 05:20:00,23.43,98454.803
18/06/2021 05:50:00,23.507,98501.28
18/06/2021 06:20:00,23.627,98476.072
18/06/2021 06:50:00,23.811,98408.855
18/06/2021 07:20:00,23.954,98370.923
18/06/2021 07:50:00,24.125,98301.383
18/06/2021 08:20:00,24.251,98349.843
18/06/2021 08:50:00,24.394,98344.142
18/06/2021 09:20:00,24.488,98386.523
18/06/2021 09:50:00,24.612,98682.42
18/06/2021 10:20:00,24.749,98730.911
18/06/2021 10:50:00,24.806,98723.147
18/06/2021 11:20:00,24.85,98631.055
18/06/2021 11:50:00,24.932,98563.852
18/06/2021 12:20:00,24.956,98368.439
18/06/2021 12:50:00,24.994,98367.974
18/06/2021 13:20:00,25.046,98317.412
18/06/2021 13:50:00,25.185,98359.945
18/06/2021 14:20:00,25.09,98356.724
18/06/2021 14:50:00,25.133,98355.153
18/06/2021 15:20:00,25.066,98353.697
18/06/2021 15:50:00,25.177,98342.619
18/06/2021 16:20:00,25.263,98359.098
18/06/2021 16:50:00,25.295,98415.514
18/06/2021 17:20:00,25.381,98438.814
18/06/2021 17:50:00,25.413,98441.742
18/06/2021 18:20:00,25.411,98384.671
18/06/2021 18:50:00,25.386,98394.018
18/06/2021 19:20:00,25.224,98381.304
18/06/2021 19:50:00,25.183,98398.921
18/06/2021 20:20:00,25.137,98419.897
18/06/2021 20:50:00,25.114,98426.812
18/06/2021 21:20:00,25.063,98412.498
18/06/2021 21:50:00,25.082,98412.901
18/06/2021 22:20:00,25.094,98430.481
18/06/2021 22:50:00,24.951,98439.424
18/06/2021 23:20:00,24.868,98461.467
18/06/2021 23:50:00,24.625,98457.656
19/06/2021 00:20:00,24.435,98473.49
19/06/2021 00:50:00,24.247,98470.94
19/06/2021 01:20:00,24.219,98452.228
19/06/2021 01:50:00,24.201,98480.498
19/06/2021 02:20:00,24.171,98495.841
19/06/2021 02:50:00,24.023,98506.534
19/06/2021 03:20:00,23.664,98501.383
19/06/2021 03:50:00,23.623,98519.773
19/06/2021 04:20:00,23.7,98504.8
19/06/2021 04:50:00,23.462,98441.722
19/06/2021 05:20:00,23.509,98371.241
19/06/2021 05:50:00,23.555,98383.225
19/06/2021 06:20:00,23.609,98412.468
19/06/2021 06:50:00,23.744,98455.75
19/06/2021 07:20:00,23.998,98447.629
19/06/2021 07:50:00,24.147,98382.554
19/06/2021 08:20:00,24.252,98451.291
19/06/2021 08:50:00,24.382,98596.954
19/06/2021 09:20:00,24.444,98546.124
19/06/2021 09:50:00,24.533,98550.857
19/06/2021 10:20:00,24.608,98513.85
19/06/2021 10:50:00,24.632,98507.797
19/06/2021 11:20:00,24.692,98491.207
19/06/2021 11:50:00,24.711,98465.196
19/06/2021 12:20:00,24.738,98405.486
19/06/2021 12:50:00,24.784,98430.949
19/06/2021 13:20:00,24.855,98401.399
19/06/2021 13:50:00,24.956,98463.09
19/06/2021 14:20:00,25.031,98505.226
19/06/2021 14:50:00,25.062,98499.392
19/06/2021 15:20:00,27.795,98490.773
19/06/2021 15:50:00,24.844,98322.712
19/06/2021 16:20:00,22.763,98302.652
19/06/2021 16:50:00,22.126,98289.365
19/06/2021 17:20:00,21.943,98269.554
19/06/2021 17:50:00,21.858,98245.725
19/06/2021 18:20:00,22.439,98245.432
19/06/2021 18:50:00,22.389,98216.02
19/06/2021 19:20:00,22.253,98193.64
19/06/2021 19:50:00,22.107,98158.893
19/06/2021 20:20:00,21.973,98140.559
19/06/2021 20:50:00,24.648,98121.601
19/06/2021 21:20:00,28.658,98085.782
19/06/2021 21:50:00,27.924,98110.783
19/06/2021 22:20:00,29.815,98302.693
19/06/2021 22:50:00,31.797,98312.001
19/06/2021 23:20:00,31.418,98355.176
19/06/2021 23:50:00,31.099,98375.036
20/06/2021 00:20:00,30.921,98378.724
20/06/2021 00:50:00,30.682,98404.448
20/06/2021 01:20:00,30.043,98426.897
20/06/2021 01:50:00,29.414,98476.895
20/06/2021 02:20:00,28.643,98502.676
20/06/2021 02:50:00,28.034,98545.658
20/06/2021 03:20:00,27.353,98593.964
20/06/2021 03:50:00,26.468,98530.95
20/06/2021 04:20:00,25.763,98638.432
20/06/2021 04:50:00,25.413,98287.425
20/06/2021 05:20:00,25.222,98634.032
20/06/2021 05:50:00,25.238,98330.921
20/06/2021 06:20:00,25.266,98097.926
20/06/2021 06:50:00,25.268,98281.387
20/06/2021 07:20:00,25.226,98363.525
20/06/2021 07:50:00,25.173,98660.896
20/06/2021 08:20:00,25.188,98734.009
20/06/2021 08:50:00,25.284,99272.081
20/06/2021 09:20:00,25.479,99446.997
20/06/2021 09:50:00,25.662,99378.233
20/06/2021 10:20:00,25.703,99913.451
20/06/2021 10:50:00,25.677,99967.257
20/06/2021 11:20:00,25.694,100109.366
20/06/2021 11:50:00,25.724,100231.907
20/06/2021 12:20:00,25.823,100319.021
20/06/2021 12:50:00,26.044,100306.348
20/06/2021 13:20:00,26.246,100364.643
20/06/2021 13:50:00,26.609,100371.584
20/06/2021 14:20:00,27.075,100357.087
20/06/2021 14:50:00,27.725,100348.475
20/06/2021 15:20:00,29.248,100320.684
20/06/2021 15:50:00,29.324,100091.931
20/06/2021 16:20:00,28.44,100090.156
20/06/2021 16:50:00,35.577,93843.748
20/06/2021 17:20:00,35.793,93826.266
20/06/2021 17:50:00,35.907,93786.103
20/06/2021 18:20:00,36.073,93807.433
20/06/2021 18:50:00,36.24,93801.255
20/06/2021 19:20:00,35.599,93808.443
20/06/2021 19:50:00,36.128,93794.17
20/06/2021 20:20:00,36.451,93811.112
20/06/2021 20:50:00,36.691,93820.837
20/06/2021 21:20:00,36.721,93871.761
20/06/2021 21:50:00,36.028,94076.216
20/06/2021 22:20:00,36.286,93998.334
20/06/2021 22:50:00,38.303,93958.916
20/06/2021 23:20:00,36.415,93895.8
20/06/2021 23:50:00,37.628,94001.709
21/06/2021 00:20:00,37.848,94057.837
21/06/2021 00:50:00,37.665,94093.79
21/06/2021 01:20:00,37.966,94122.599
21/06/2021 01:50:00,38.045,93941.528
21/06/2021 02:20:00,37.359,94033.884
21/06/2021 02:50:00,37.46,94093.997
21/06/2021 03:20:00,37.51,94033.067
21/06/2021 03:50:00,37.651,94179.747
21/06/2021 04:20:00,38.533,93947.581
21/06/2021 04:50:00,37.589,93967.933
21/06/2021 05:20:00,36.75,94089.291
21/06/2021 05:50:00,38.343,94076.448
21/06/2021 06:20:00,38.475,94068.528
21/06/2021 06:50:00,38.447,94052.797
21/06/2021 07:20:00,38.528,93955.396
21/06/2021 07:50:00,37.274,94049.974
21/06/2021 08:20:00,38.275,93751.68
21/06/2021 08:50:00,37.29,93820.178
21/06/2021 09:20:00,38.235,93930.228
21/06/2021 09:50:00,35.504,93759.888
21/06/2021 10:20:00,35.868,93988.142
21/06/2021 10:50:00,37.889,93850.468
21/06/2021 11:20:00,36.358,94074.531
21/06/2021 11:50:00,38.651,93852.312
21/06/2021 12:20:00,36.732,93926.948
21/06/2021 12:50:00,36.486,93950.194
21/06/2021 13:20:00,36.033,93978.611
21/06/2021 13:50:00,35.843,93993.548
21/06/2021 14:20:00,35.286,94006.99
21/06/2021 14:50:00,34.92,94010.693
21/06/2021 15:20:00,34.959,94003.992
21/06/2021 15:50:00,34.766,94010.082
21/06/2021 16:20:00,34.941,94002.692
21/06/2021 16:50:00,34.869,93977.708
21/06/2021 17:20:00,34.914,93975.036
21/06/2021 17:50:00,35.236,93967.606
21/06/2021 18:20:00,34.89,93977.996
21/06/2021 18:50:00,34.836,93985.706
21/06/2021 19:20:00,34.787,93989.218
21/06/2021 19:50:00,34.847,93994.831
21/06/2021 20:20:00,35.029,94012.394
21/06/2021 20:50:00,36.241,94017.145
21/06/2021 21:20:00,34.416,94093.634
21/06/2021 21:50:00,37.023,94158.514
21/06/2021 22:20:00,37.943,94097.371
21/06/2021 22:50:00,36.969,94256.651
21/06/2021 23:20:00,37.197,94196.721
21/06/2021 23:50:00,37.012,94313.457
22/06/2021 00:20:00,36.247,94296.856
22/06/2021 00:50:00,38.025,94333.011
22/06/2021 01:20:00,36.702,94184.831
22/06/2021 01:50:00,37.508,93960.718
22/06/2021 02:20:00,37.427,94331.905
22/06/2021 02:50:00,37.811,94344.196
22/06/2021 03:20:00,39.219,94336.009
22/06/2021 03:50:00,38.921,94137.751
22/06/2021 04:20:00,39.06,94237.219
22/06/2021 04:50:00,36.164,94204.004
22/06/2021 05:20:00,36.469,94268.792
22/06/2021 05:50:00,36.866,94145.65
22/06/2021 06:20:00,38.759,94115.605
22/06/2021 06:50:00,39.039,94083.916
22/06/2021 07:20:00,38.949,94156.52
22/06/2021 07:50:00,38.897,94150.458
22/06/2021 08:20:00,39.662,93991.345
22/06/2021 08:50:00,39.276,94048.23
22/06/2021 09:20:00,38.738,94213.153
22/06/2021 09:50:00,39.593,94018.668
22/06/2021 10:20:00,38.423,94193.486
22/06/2021 10:50:00,38.488,94209.494
22/06/2021 11:20:00,38.549,94179.956
22/06/2021 11:50:00,38.43,94098.912
22/06/2021 12:20:00,36.92,94121.531
22/06/2021 12:50:00,36.547,94157.497
22/06/2021 13:20:00,36.575,94195.474
22/06/2021 13:50:00,36.198,94198.094
22/06/2021 14:20:00,36.036,94189.84
22/06/2021 14:50:00,35.968,94201.589
22/06/2021 15:20:00,35.783,94209.999
22/06/2021 15:50:00,35.825,94220.123
22/06/2021 16:20:00,35.798,94203.943
22/06/2021 16:50:00,35.858,94186.453
22/06/2021 17:20:00,35.74,94172.66
22/06/2021 17:50:00,35.813,94151.119
22/06/2021 18:20:00,35.66,94133.471
22/06/2021 18:50:00,35.665,94119.858
22/06/2021 19:20:00,35.721,94106.254
22/06/2021 19:50:00,35.798,94108.423
22/06/2021 20:20:00,35.991,94114.789
22/06/2021 20:50:00,37.034,94115.206
22/06/2021 21:20:00,36.105,94276.939
22/06/2021 21:50:00,36.992,94314.541
22/06/2021 22:20:00,37.415,94166.34
22/06/2021 22:50:00,36.84,94173.57
22/06/2021 23:20:00,37.1,94339.539
22/06/2021 23:50:00,37.81,94346.832
23/06/2021 00:20:00,36.306,94350.244
23/06/2021 00:50:00,37.531,94337.847
23/06/2021 01:20:00,37.13,94372.602
23/06/2021 01:50:00,37.274,94364.154
23/06/2021 02:20:00,38.291,94275.397
23/06/2021 02:50:00,36.731,94249.778
23/06/2021 03:20:00,37.758,94413.126
23/06/2021 03:50:00,38.484,94364.995
23/06/2021 04:20:00,38.235,94112.552
23/06/2021 04:50:00,37.514,94288.461
23/06/2021 05:20:00,37.918,93992.69
23/06/2021 05:50:00,38.996,94216.078
23/06/2021 06:20:00,39.513,94169.874
23/06/2021 06:50:00,38.915,94252.135
23/06/2021 07:20:00,39.57,94238.06
23/06/2021 07:50:00,32.539,94328.388
23/06/2021 08:20:00,39.516,94150.283
23/06/2021 08:50:00,39.538,94055.018
23/06/2021 09:20:00,39.657,94063.599
23/06/2021 09:50:00,39.776,94062.715
23/06/2021 10:20:00,39.582,94006.41
23/06/2021 10:50:00,39.293,93982.894
23/06/2021 11:20:00,39.146,94022.234
23/06/2021 11:50:00,37.815,94346.829
23/06/2021 12:20:00,37.199,94360.026
23/06/2021 12:50:00,36.579,94379.176
23/06/2021 13:20:00,36.776,94404.311
23/06/2021 13:50:00,36.605,94425.035
23/06/2021 14:20:00,36.544,94435.245
23/06/2021 14:50:00,36.494,94454.419
23/06/2021 15:20:00,36.509,94451.258
23/06/2021 15:50:00,36.401,94469.023
23/06/2021 16:20:00,36.463,94453.529
23/06/2021 16:50:00,36.448,94441.542
23/06/2021 17:20:00,36.296,94415.667
23/06/2021 17:50:00,36.318,94426.244
23/06/2021 18:20:00,36.562,94421.133
23/06/2021 18:50:00,36.549,94409.453
23/06/2021 19:20:00,36.713,94405.567
23/06/2021 19:50:00,36.817,94410.974
23/06/2021 20:20:00,36.617,94426.977
23/06/2021 20:50:00,37.624,94446.339
23/06/2021 21:20:00,38.447,94442.915
23/06/2021 21:50:00,35.965,94464.119
23/06/2021 22:20:00,37.566,94167.903
23/06/2021 22:50:00,36.08,94293.106
23/06/2021 23:20:00,36.549,94412.544
23/06/2021 23:50:00,37.488,94464.139
24/06/2021 00:20:00,37.797,94516.526
24/06/2021 00:50:00,36.808,94588.333
24/06/2021 01:20:00,37.673,94696.783
24/06/2021 01:50:00,38.527,94541.546
24/06/2021 02:20:00,37.073,94478.999
24/06/2021 02:50:00,39.192,94723.678
24/06/2021 03:20:00,39.596,94568.354
24/06/2021 03:50:00,38.066,94637.664
24/06/2021 04:20:00,39.574,94471.828
24/06/2021 04:50:00,35.763,94600.678
24/06/2021 05:20:00,39.679,94623.783
24/06/2021 05:50:00,40.263,94493.793
24/06/2021 06:20:00,39.308,94595.937
24/06/2021 06:50:00,39.354,94670.525
24/06/2021 07:20:00,39.45,94538.363
24/06/2021 07:50:00,40.156,94554.37
24/06/2021 08:20:00,39.619,94441.055
24/06/2021 08:50:00,38.406,94499.789
24/06/2021 09:20:00,38.99,94628.787
24/06/2021 09:50:00,38.549,94560.251
24/06/2021 10:20:00,38.699,94485.394
24/06/2021 10:50:00,37.864,94267.557
24/06/2021 11:20:00,38.119,94410.817
24/06/2021 11:50:00,37.768,94491.589
24/06/2021 12:20:00,37.215,94498.922
24/06/2021 12:50:00,36.962,94510.61
24/06/2021 13:20:00,36.502,94527.493
24/06/2021 13:50:00,37.277,94540.058
24/06/2021 14:20:00,36.976,94539.596
24/06/2021 14:50:00,36.744,94555.88
24/06/2021 15:20:00,36.539,94550.328
24/06/2021 15:50:00,36.676,94564.676
24/06/2021 16:20:00,36.689,94582.944
24/06/2021 16:50:00,36.627,94565.5
24/06/2021 17:20:00,36.654,94554.522
24/06/2021 17:50:00,36.647,94548.719
24/06/2021 18:20:00,36.682,94538.974
24/06/2021 18:50:00,36.846,94517.577
24/06/2021 19:20:00,36.604,94518.557
24/06/2021 19:50:00,36.981,94522.239
24/06/2021 20:20:00,36.914,94546.248
24/06/2021 20:50:00,37.47,94558.24
24/06/2021 21:20:00,38.896,94680.707
24/06/2021 21:50:00,38.078,94658.636
24/06/2021 22:20:00,39.1,94729.741
24/06/2021 22:50:00,37.994,94805.421
24/06/2021 23:20:00,37.991,94695.452
24/06/2021 23:50:00,39.056,94664.606
25/06/2021 00:20:00,39.346,94654.755
25/06/2021 00:50:00,39.694,94738.759
25/06/2021 01:20:00,39.236,94705.374
25/06/2021 01:50:00,38.841,94695.118
25/06/2021 02:20:00,39.279,94844.439
25/06/2021 02:50:00,39.727,94850.215
25/06/2021 03:20:00,38.949,94853.222
25/06/2021 03:50:00,39.589,94828.769
25/06/2021 04:20:00,39.262,94744.072
25/06/2021 04:50:00,39.37,94634.985
25/06/2021 05:20:00,39.413,94668.819
25/06/2021 05:50:00,31.197,94755.408
25/06/2021 06:20:00,39.263,94558.635
25/06/2021 06:50:00,39.997,94494.606
25/06/2021 07:20:00,39.519,94483.151
25/06/2021 07:50:00,40.068,94535.522
25/06/2021 08:20:00,39.088,94515.144
25/06/2021 08:50:00,39.965,94547.469
25/06/2021 09:20:00,31.788,94569.207
25/06/2021 09:50:00,39.423,94551.06
25/06/2021 10:20:00,39.815,94526.154
25/06/2021 10:50:00,39.374,94478.773
25/06/2021 11:20:00,38.85,94502.309
25/06/2021 11:50:00,38.303,94424.831
25/06/2021 12:20:00,37.992,94442.084
25/06/2021 12:50:00,37.501,94457.893
25/06/2021 13:20:00,37.673,94483.755
25/06/2021 13:50:00,37.427,94510.097
25/06/2021 14:20:00,37.427,94518.876
25/06/2021 14:50:00,37.229,94525.998
25/06/2021 15:20:00,37.17,94523.221
25/06/2021 15:50:00,37.094,94525.193
25/06/2021 16:20:00,37.232,94535.502
25/06/2021 16:50:00,37,94535.53
25/06/2021 17:20:00,37.076,94537.047
25/06/2021 17:50:00,36.935,94523.802
25/06/2021 18:20:00,36.832,94508.186
25/06/2021 18:50:00,36.953,94495.908
25/06/2021 19:20:00,37.052,94481.662
25/06/2021 19:50:00,37.064,94462.357
25/06/2021 20:20:00,37.193,94464.445
25/06/2021 20:50:00,38.114,94476.092
25/06/2021 21:20:00,37.318,94590.192
25/06/2021 21:50:00,37.885,94483.927
25/06/2021 22:20:00,37.886,94601.676
25/06/2021 22:50:00,39.036,94562.789
25/06/2021 23:20:00,37.667,94303.672
25/06/2021 23:50:00,34.163,94563.563
26/06/2021 00:20:00,39.167,94499.163
26/06/2021 00:50:00,39.561,94487.25
26/06/2021 01:20:00,38.089,94456.979
26/06/2021 01:50:00,39.399,94497.998
26/06/2021 02:20:00,39.283,94446.649
26/06/2021 02:50:00,39.915,94354.137
26/06/2021 03:20:00,39.889,94256.724
26/06/2021 03:50:00,40.033,94250.734
26/06/2021 04:20:00,40.003,94262.76
26/06/2021 04:50:00,37.729,94510.589
26/06/2021 05:20:00,40.137,94290.092
26/06/2021 05:50:00,40.033,94356.688
26/06/2021 06:20:00,38.45,94280.358
26/06/2021 06:50:00,40.122,94169.19
26/06/2021 07:20:00,39.93,94088.94
26/06/2021 07:50:00,39.521,94157.682
26/06/2021 08:20:00,39.687,94331.986
26/06/2021 08:50:00,39.462,94017.036
26/06/2021 09:20:00,39.174,94221.09
26/06/2021 09:50:00,39.848,94194.178
26/06/2021 10:20:00,39.258,94374.211
26/06/2021 10:50:00,39.237,94231.172
26/06/2021 11:20:00,38.736,93836.371
26/06/2021 11:50:00,37.86,94248.843
26/06/2021 12:20:00,37.037,94253.406
26/06/2021 12:50:00,37.077,94272.421
26/06/2021 13:20:00,36.93,94263.145
26/06/2021 13:50:00,36.689,94256.78
26/06/2021 14:20:00,37.042,94235.564
26/06/2021 14:50:00,36.759,94220
26/06/2021 15:20:00,36.752,94205.649
26/06/2021 15:50:00,36.689,94204.085
26/06/2021 16:20:00,36.723,94200.945
26/06/2021 16:50:00,36.697,94179.066
26/06/2021 17:20:00,36.773,94143.136
26/06/2021 17:50:00,36.798,94113.305
26/06/2021 18:20:00,36.803,94091.752
26/06/2021 18:50:00,36.908,94099.906
26/06/2021 19:20:00,37.175,94077.877
26/06/2021 19:50:00,36.934,94074.56
26/06/2021 20:20:00,37.311,94066.552
26/06/2021 20:50:00,37.71,94052.736
26/06/2021 21:20:00,38.727,94088.272
26/06/2021 21:50:00,38.762,94121.625
26/06/2021 22:20:00,38.813,94057.994
26/06/2021 22:50:00,38.051,94085.784
26/06/2021 23:20:00,38.553,94177.363
26/06/2021 23:50:00,39.07,93926.353
27/06/2021 00:20:00,38.123,93954.864
27/06/2021 00:50:00,39.508,93961.616
27/06/2021 01:20:00,39.161,93902.975
27/06/2021 01:50:00,39.279,93904.807
27/06/2021 02:20:00,38.56,93855.522
27/06/2021 02:50:00,39.027,93825.107
27/06/2021 03:20:00,38.844,93923.02
27/06/2021 03:50:00,40.212,94159.968
27/06/2021 04:20:00,39.918,94110.002
27/06/2021 04:50:00,36.114,94249.086
27/06/2021 05:20:00,38.787,94009.442
27/06/2021 05:50:00,39.621,94000.215
27/06/2021 06:20:00,39.267,93877.574
27/06/2021 06:50:00,39.501,94091.426
27/06/2021 07:20:00,39.349,94124.925
27/06/2021 07:50:00,39.008,93998.442
27/06/2021 08:20:00,39.276,93697.071
27/06/2021 08:50:00,39.479,93729.453
27/06/2021 09:20:00,39.125,93687.902
27/06/2021 09:50:00,35.606,94060.378
27/06/2021 10:20:00,39.503,93947.788
27/06/2021 10:50:00,39.519,93914.724
27/06/2021 11:20:00,38.078,94131.762
27/06/2021 11:50:00,38.048,93998.217
27/06/2021 12:20:00,37.081,94002.39
27/06/2021 12:50:00,37.966,94085.981
27/06/2021 13:20:00,37.583,94102.776
27/06/2021 13:50:00,37.253,94080.192
27/06/2021 14:20:00,37.245,94101.497
27/06/2021 14:50:00,37.176,94110.308
27/06/2021 15:20:00,37.227,94123.491
27/06/2021 15:50:00,37.109,94112.173
27/06/2021 16:20:00,36.968,94105.3
27/06/2021 16:50:00,37.067,94097.599
27/06/2021 17:20:00,37.262,94115.897
27/06/2021 17:50:00,37.331,94091.748
27/06/2021 18:20:00,37.458,94090.032
27/06/2021 18:50:00,37.265,94047.549
27/06/2021 19:20:00,37.083,94041.556
27/06/2021 19:50:00,37.312,94070.513
27/06/2021 20:20:00,37.412,94100.252
27/06/2021 20:50:00,37.003,94078.213
27/06/2021 21:20:00,38.192,94203.307
27/06/2021 21:50:00,39.332,94237.6
27/06/2021 22:20:00,35.979,94243.892
27/06/2021 22:50:00,34.674,94266.363
27/06/2021 23:20:00,38.494,94229.28
27/06/2021 23:50:00,38.235,94071.094
28/06/2021 00:20:00,38.388,94223.017
28/06/2021 00:50:00,38.731,94220.712
28/06/2021 01:20:00,38.857,94167.877
28/06/2021 01:50:00,39.379,94127.695
28/06/2021 02:20:00,39.005,94200.434
28/06/2021 02:50:00,39.252,94310.563
28/06/2021 03:20:00,39.699,94446.185
28/06/2021 03:50:00,39.463,94437.084
28/06/2021 04:20:00,39.152,94513.543
28/06/2021 04:50:00,46.154,94410.823
28/06/2021 05:20:00,40.425,94445.214
28/06/2021 05:50:00,39.022,94269.45
28/06/2021 06:20:00,39.868,94156.854
28/06/2021 06:50:00,38.993,94007.345
28/06/2021 07:20:00,39.884,94170.815
28/06/2021 07:50:00,39.262,94380.412
28/06/2021 08:20:00,40.58,94335.289
28/06/2021 08:50:00,38.731,94346.363
28/06/2021 09:20:00,39.764,94440.84
28/06/2021 09:50:00,39.488,94343.646
28/06/2021 10:20:00,39.468,94294.341
28/06/2021 10:50:00,36.306,94433.701
28/06/2021 11:20:00,39.53,94359.913
28/06/2021 11:50:00,37.131,94287.091
28/06/2021 12:20:00,37.29,94314.555
28/06/2021 12:50:00,37.381,94398.461
28/06/2021 13:20:00,37.369,94413.911
28/06/2021 13:50:00,36.963,94441.873
28/06/2021 14:20:00,36.941,94425
28/06/2021 14:50:00,37.205,94443.504
28/06/2021 15:20:00,36.818,94461.319
28/06/2021 15:50:00,36.772,94439.962
28/06/2021 16:20:00,36.535,94431.939
28/06/2021 16:50:00,36.735,94415.043
28/06/2021 17:20:00,36.948,94394.57
28/06/2021 17:50:00,36.673,94362.162
28/06/2021 18:20:00,36.585,94381.642
28/06/2021 18:50:00,36.664,94376.636
28/06/2021 19:20:00,36.648,94387.199
28/06/2021 19:50:00,36.506,94338.428
28/06/2021 20:20:00,36.681,94353.858
28/06/2021 20:50:00,37.057,94315.939
28/06/2021 21:20:00,37.966,94401.181
28/06/2021 21:50:00,38.543,94525.757
28/06/2021 22:20:00,37.565,94104.097
28/06/2021 22:50:00,39.468,94230.267
28/06/2021 23:20:00,38.596,94862.604
28/06/2021 23:50:00,38.553,94334.384
29/06/2021 00:20:00,38.9,94364.107
29/06/2021 00:50:00,39.488,94453.512
29/06/2021 01:20:00,39.273,94485.652
29/06/2021 01:50:00,39.047,94502.317
29/06/2021 02:20:00,39.47,94500.561
29/06/2021 02:50:00,40.004,94476.171
29/06/2021 03:20:00,39.442,94572.334
29/06/2021 03:50:00,39.275,94265.57
29/06/2021 04:20:00,40.164,94232.532
29/06/2021 04:50:00,39.989,94413.571
29/06/2021 05:20:00,39.866,94419.252
29/06/2021 05:50:00,35.103,94404.441
29/06/2021 06:20:00,39.016,94242.568
29/06/2021 06:50:00,36.385,94213.108
29/06/2021 07:20:00,39.663,94148.483
29/06/2021 07:50:00,39.665,94369.481
29/06/2021 08:20:00,39.833,94160.435
29/06/2021 08:50:00,39.33,94146.826
29/06/2021 09:20:00,39.244,94219.419
29/06/2021 09:50:00,39.146,94181.665
29/06/2021 10:20:00,39.897,94192.481
29/06/2021 10:50:00,39.173,94231.326
29/06/2021 11:20:00,36.826,94346.338
29/06/2021 11:50:00,38.702,94402.614
29/06/2021 12:20:00,37.755,94398.826
29/06/2021 12:50:00,37.379,94398.306
29/06/2021 13:20:00,37.558,94404.559
29/06/2021 13:50:00,37.33,94377.02
29/06/2021 14:20:00,37.377,94375.387
29/06/2021 14:50:00,37.15,94368.653
29/06/2021 15:20:00,37.166,94339.955
29/06/2021 15:50:00,37.045,94295.592
29/06/2021 16:20:00,36.887,94229.894
29/06/2021 16:50:00,36.836,94208.248
29/06/2021 17:20:00,37.044,94210.073
29/06/2021 17:50:00,36.949,94241.241
29/06/2021 18:20:00,36.92,94269.54
29/06/2021 18:50:00,36.919,94261.579
29/06/2021 19:20:00,37.09,94272.248
29/06/2021 19:50:00,37.197,94247.686
29/06/2021 20:20:00,37.183,94246.401
29/06/2021 20:50:00,37.715,94235.9
29/06/2021 21:20:00,38.514,94204.792
29/06/2021 21:50:00,39.112,94101.192
29/06/2021 22:20:00,39.362,94210.531
29/06/2021 22:50:00,39.065,94099.893
29/06/2021 23:20:00,38.882,94759.733
29/06/2021 23:50:00,38.83,94881.87
30/06/2021 00:20:00,37.833,94726.188
