DD/MM/YYYY HH:MM:SS,T('C),P(Pa)
17/06/2021 01:49:12,32.919,95066.112
17/06/2021 02:19:12,32.521,95075.966
17/06/2021 02:49:12,32.913,95093.215
17/06/2021 03:19:12,32.777,95110.407
17/06/2021 03:49:12,32.628,95126.843
17/06/2021 04:19:12,31.906,95108.361
17/06/2021 04:49:12,32.622,95111.047
17/06/2021 05:19:12,32.472,95112.194
17/06/2021 05:49:12,31.397,95097.297
17/06/2021 06:19:12,31.009,95095.938
17/06/2021 06:49:12,31.166,95099.271
17/06/2021 07:19:12,31.285,95090.715
17/06/2021 07:49:12,31.961,95088.119
17/06/2021 08:19:12,32.012,95069.068
17/06/2021 08:49:12,31.885,95092.043
17/06/2021 09:19:12,32.603,95134.405
17/06/2021 09:49:12,32.726,95134.396
17/06/2021 10:19:12,32.885,95046.226
17/06/2021 10:49:12,31.559,95176.032
17/06/2021 11:19:12,31.699,95039.57
17/06/2021 11:49:12,30.047,94721.254
17/06/2021 12:19:12,29.082,95188.458
17/06/2021 12:49:12,34.947,95201.415
17/06/2021 13:19:12,34.122,95226.349
17/06/2021 13:49:12,35.907,95202.044
17/06/2021 14:19:12,32.183,95243.851
17/06/2021 14:49:12,48.751,95193.033
17/06/2021 15:19:12,36.15,95223.752
17/06/2021 15:49:12,37.141,95209.654
17/06/2021 16:19:12,35.516,95224.617
17/06/2021 16:49:12,36.698,95190.174
17/06/2021 17:19:12,35.519,95206.832
17/06/2021 17:49:12,36.444,95125.578
17/06/2021 18:19:12,37.49,95160.227
17/06/2021 18:49:12,38.658,95151.771
17/06/2021 19:19:12,37.507,95159.828
17/06/2021 19:49:12,37.995,95142.142
17/06/2021 20:19:12,37.312,95144.198
17/06/2021 20:49:12,37.47,95073.533
17/06/2021 21:19:12,37.661,95073.502
17/06/2021 21:49:12,37.865,95005.927
17/06/2021 22:19:12,36.952,94841.75
17/06/2021 22:49:12,37.589,94936.537
17/06/2021 23:19:12,37.705,94882.045
17/06/2021 23:49:12,37.186,95111.429
18/06/2021 00:19:12,36.767,95164.002
18/06/2021 00:49:12,31.416,94869.655
18/06/2021 01:19:12,33.645,95118.221
18/06/2021 01:49:12,33.882,95141.034
18/06/2021 02:19:12,33.317,95159.893
18/06/2021 02:49:12,33.034,95168.188
18/06/2021 03:19:12,32.754,95216.862
18/06/2021 03:49:12,32.693,95245.453
18/06/2021 04:19:12,32.649,95259.843
18/06/2021 04:49:12,32.417,95288.564
18/06/2021 05:19:12,32.46,95299.829
18/06/2021 05:49:12,32.641,95282.464
18/06/2021 06:19:12,32.441,95233.559
18/06/2021 06:49:12,32.428,95216.902
18/06/2021 07:19:12,32.096,95193.921
18/06/2021 07:49:12,32.376,95167.873
18/06/2021 08:19:12,32.545,95178.957
18/06/2021 08:49:12,32.582,95189.955
18/06/2021 09:19:12,32.792,95179.166
18/06/2021 09:49:12,33.131,95189.578
18/06/2021 10:19:12,32.772,95195.295
18/06/2021 10:49:12,33.915,95223.477
18/06/2021 11:19:12,35.357,95267.126
18/06/2021 11:49:12,34.648,95159.921
18/06/2021 12:19:12,32.286,95211.393
18/06/2021 12:49:12,33.862,95299.159
18/06/2021 13:19:12,32.098,94570.794
18/06/2021 13:49:12,34.696,95101.313
18/06/2021 14:19:12,32.344,95167.678
18/06/2021 14:49:12,34.703,95195.328
18/06/2021 15:19:12,35.916,95211.217
18/06/2021 15:49:12,37.08,95271.7
18/06/2021 16:19:12,37.895,95333.281
18/06/2021 16:49:12,40.557,95249.011
18/06/2021 17:19:12,38.267,95209.544
18/06/2021 17:49:12,35.958,95277.274
18/06/2021 18:19:12,37.212,95194.981
18/06/2021 18:49:12,36.81,95164.597
18/06/2021 19:19:12,38.929,95155.025
18/06/2021 19:49:12,37.007,95194.78
18/06/2021 20:19:12,38.074,95204.66
18/06/2021 20:49:12,37.581,95089.08
18/06/2021 21:19:12,37.049,95078.924
18/06/2021 21:49:12,30.919,95043.927
18/06/2021 22:19:12,36.594,94958.451
18/06/2021 22:49:12,37.42,95119.545
18/06/2021 23:19:12,37.03,95159.097
18/06/2021 23:49:12,34.684,95132.025
19/06/2021 00:19:12,35.949,95178.588
19/06/2021 00:49:12,32.831,95122.473
19/06/2021 01:19:12,34.859,95061.963
19/06/2021 01:49:12,34.502,94979.556
19/06/2021 02:19:12,34.208,94998.896
19/06/2021 02:49:12,34.221,95025.965
19/06/2021 03:19:12,33.718,95067.795
19/06/2021 03:49:12,33.728,95107.64
19/06/2021 04:19:12,33.964,95141.04
19/06/2021 04:49:12,33.343,95138.357
19/06/2021 05:19:12,33.5,95134.301
19/06/2021 05:49:12,33.537,95148.431
19/06/2021 06:19:12,33.466,95141.46
19/06/2021 06:49:12,33.623,95151.143
19/06/2021 07:19:12,33.347,95138.521
19/06/2021 07:49:12,33.546,95117.652
19/06/2021 08:19:12,33.553,95101.553
19/06/2021 08:49:12,33.235,95071.523
19/06/2021 09:19:12,33.191,95048.292
19/06/2021 09:49:12,33.885,95066.509
19/06/2021 10:19:12,33.055,95036.793
19/06/2021 10:49:12,33.27,94708.131
19/06/2021 11:19:12,34.77,95028.943
19/06/2021 11:49:12,34.72,95079.156
19/06/2021 12:19:12,33.708,94533.94
19/06/2021 12:49:12,32.665,95040.595
19/06/2021 13:19:12,35.252,95241.751
19/06/2021 13:49:12,33.581,95168.113
19/06/2021 14:19:12,36.034,95256.808
19/06/2021 14:49:12,36.484,95132.045
19/06/2021 15:19:12,36.785,95238.381
19/06/2021 15:49:12,34.804,95129.246
19/06/2021 16:19:12,36.999,95203.628
19/06/2021 16:49:12,34.912,95084.4
19/06/2021 17:19:12,37.114,95067.032
19/06/2021 17:49:12,34.98,95045.897
19/06/2021 18:19:12,36.803,94976.45
19/06/2021 18:49:12,37.285,94955.992
19/06/2021 19:19:12,35.335,94828.965
19/06/2021 19:49:12,34.464,94984.422
19/06/2021 20:19:12,37.458,94940.759
19/06/2021 20:49:12,36.48,94912.487
19/06/2021 21:19:12,36.707,94957.434
19/06/2021 21:49:12,34.948,94857.739
19/06/2021 22:19:12,36.036,94706.048
19/06/2021 22:49:12,37.147,94726.778
19/06/2021 23:19:12,35.365,94645.217
19/06/2021 23:49:12,36.408,94275.351
20/06/2021 00:19:12,28.98,94804.593
20/06/2021 00:49:12,33.9,94692.188
20/06/2021 01:19:12,34.387,94673.206
20/06/2021 01:49:12,34.029,94611.919
20/06/2021 02:19:12,34.072,94659.98
20/06/2021 02:49:12,34.187,94633.061
20/06/2021 03:19:12,34.071,94589.386
20/06/2021 03:49:12,34.452,94572.855
20/06/2021 04:19:12,34.291,94562.092
20/06/2021 04:49:12,34.228,94513.935
20/06/2021 05:19:12,34.196,94522.648
20/06/2021 05:49:12,34.007,94511.492
20/06/2021 06:19:12,34.389,94508.649
20/06/2021 06:49:12,33.993,94413.989
20/06/2021 07:19:12,34.046,94422.974
20/06/2021 07:49:12,33.918,94436.517
20/06/2021 08:19:12,34.171,94433.416
20/06/2021 08:49:12,33.76,94420.782
20/06/2021 09:19:12,33.786,94406.584
20/06/2021 09:49:12,34.533,94401.841
20/06/2021 10:19:12,33.019,94422.431
20/06/2021 10:49:12,32.642,94483.579
20/06/2021 11:19:12,34.858,94202.543
20/06/2021 11:49:12,31.709,94541.12
20/06/2021 12:19:12,30.812,94562.594
20/06/2021 12:49:12,30.429,94494.657
20/06/2021 13:19:12,31.266,94143.78
20/06/2021 13:49:12,36.277,94497.108
20/06/2021 14:19:12,35.136,94429.804
20/06/2021 14:49:12,34.881,94437.104
20/06/2021 15:19:12,34.627,94491.508
20/06/2021 15:49:12,36.537,94464.85
20/06/2021 16:19:12,32.227,94524.05
20/06/2021 16:49:12,33.928,94406.627
20/06/2021 17:19:12,34.861,94496.913
20/06/2021 17:49:12,37.594,94430.718
20/06/2021 18:19:12,36.437,94221.245
20/06/2021 18:49:12,37.342,94380.91
20/06/2021 19:19:12,38.09,94424.854
20/06/2021 19:49:12,31.465,94403.226
20/06/2021 20:19:12,37.641,94413.558
20/06/2021 20:49:12,36.398,94425.514
20/06/2021 21:19:12,36.808,94402.984
20/06/2021 21:49:12,37.434,94463.904
20/06/2021 22:19:12,37.81,94470.063
20/06/2021 22:49:12,35.4,94470.189
20/06/2021 23:19:12,35.485,94450.409
20/06/2021 23:49:12,36.149,94497.646
21/06/2021 00:19:12,33.316,94552.775
21/06/2021 00:49:12,35.765,94582.554
21/06/2021 01:19:12,35.41,94581.094
21/06/2021 01:49:12,35.208,94601.042
21/06/2021 02:19:12,34.97,94633.365
21/06/2021 02:49:12,34.588,94633.453
21/06/2021 03:19:12,34.274,94620.522
21/06/2021 03:49:12,34.168,94621.418
21/06/2021 04:19:12,34.188,94625.427
21/06/2021 04:49:12,34.133,94627.211
21/06/2021 05:19:12,34.161,94612.298
21/06/2021 05:49:12,34.164,94604.389
21/06/2021 06:19:12,34.249,94597.056
21/06/2021 06:49:12,34.698,94602.846
21/06/2021 07:19:12,34.571,94617.83
21/06/2021 07:49:12,34.236,94643.12
21/06/2021 08:19:12,34.389,94680.816
21/06/2021 08:49:12,34.097,94705.809
21/06/2021 09:19:12,34.279,94704.899
21/06/2021 09:49:12,35.062,94700.618
21/06/2021 10:19:12,35.557,94654.978
21/06/2021 10:49:12,36.054,94687.508
21/06/2021 11:19:12,35.625,94677.339
21/06/2021 11:49:12,31.081,94778.097
21/06/2021 12:19:12,32.31,94798.495
21/06/2021 12:49:12,34.245,94758.021
21/06/2021 13:19:12,36.598,94775.344
21/06/2021 13:49:12,34.919,94799.799
21/06/2021 14:19:12,36.308,94753.083
21/06/2021 14:49:12,36.284,94732.095
21/06/2021 15:19:12,35.343,94708.206
21/06/2021 15:49:12,35.324,94679.438
21/06/2021 16:19:12,37.092,94701.528
21/06/2021 16:49:12,37.724,94700.458
21/06/2021 17:19:12,37.753,94521.591
21/06/2021 17:49:12,36.688,94445.25
21/06/2021 18:19:12,36.681,94378.378
21/06/2021 18:49:12,36.021,94293.668
21/06/2021 19:19:12,36.394,94339.202
21/06/2021 19:49:12,36.933,94409.665
21/06/2021 20:19:12,37.229,94451.735
21/06/2021 20:49:12,33.79,94220.06
21/06/2021 21:19:12,35.42,94506.757
21/06/2021 21:49:12,37.001,94408.579
21/06/2021 22:19:12,37.673,94305.792
21/06/2021 22:49:12,37.186,94386.734
21/06/2021 23:19:12,32.626,94683.752
21/06/2021 23:49:12,27.108,94576.254
22/06/2021 00:19:12,32.45,94536.737
22/06/2021 00:49:12,33.514,94594.844
22/06/2021 01:19:12,33.819,94623.86
22/06/2021 01:49:12,31.177,94642.678
22/06/2021 02:19:12,31.574,94597.467
22/06/2021 02:49:12,32.523,94583.565
22/06/2021 03:19:12,33.125,94592.345
22/06/2021 03:49:12,33.916,94568.24
22/06/2021 04:19:12,34.037,94536.833
22/06/2021 04:49:12,34.009,94502.229
22/06/2021 05:19:12,31.009,94468.971
22/06/2021 05:49:12,30.514,94449.78
22/06/2021 06:19:12,32.711,94398.458
22/06/2021 06:49:12,32.109,94388.142
22/06/2021 07:19:12,28.426,94385.962
22/06/2021 07:49:12,28.056,94331.272
22/06/2021 08:19:12,28.567,94350.135
22/06/2021 08:49:12,32.617,94350.841
22/06/2021 09:19:12,32.235,94357.123
22/06/2021 09:49:12,32.74,94342.429
22/06/2021 10:19:12,29.113,94418.51
22/06/2021 10:49:12,26.588,94600.549
22/06/2021 11:19:12,26.272,94513.397
22/06/2021 11:49:12,30.518,94622.109
22/06/2021 12:19:12,34.5,94601.991
22/06/2021 12:49:12,29.434,94680.951
22/06/2021 13:19:12,28.16,94715.443
22/06/2021 13:49:12,34.063,94789.174
22/06/2021 14:19:12,33.772,94804.044
22/06/2021 14:49:12,35.094,94839.943
22/06/2021 15:19:12,32.503,94878.599
22/06/2021 15:49:12,34.697,94463.222
22/06/2021 16:19:12,35.233,94481.667
22/06/2021 16:49:12,34.62,94808.645
22/06/2021 17:19:12,34.109,94792.26
22/06/2021 17:49:12,36.995,94840.977
22/06/2021 18:19:12,32.994,94828.932
22/06/2021 18:49:12,36.671,94797.211
22/06/2021 19:19:12,34.29,94742.256
22/06/2021 19:49:12,45.909,94763.056
22/06/2021 20:19:12,34.981,94808.29
22/06/2021 20:49:12,36.066,94813.129
22/06/2021 21:19:12,34.683,94769.614
22/06/2021 21:49:12,37.179,94839.937
22/06/2021 22:19:12,35.947,94803.197
22/06/2021 22:49:12,35.903,94823.624
22/06/2021 23:19:12,36.946,94872.689
22/06/2021 23:49:12,35.287,94918.607
23/06/2021 00:19:12,31.824,94984.341
23/06/2021 00:49:12,35.263,94969.812
23/06/2021 01:19:12,33.848,94954.409
23/06/2021 01:49:12,33.612,94996.844
23/06/2021 02:19:12,33.08,95037.709
23/06/2021 02:49:12,32.392,95064.114
23/06/2021 03:19:12,32.395,95096.329
23/06/2021 03:49:12,32.046,95090.413
23/06/2021 04:19:12,31.952,95101.62
23/06/2021 04:49:12,32.121,95103.494
23/06/2021 05:19:12,31.885,95121.462
23/06/2021 05:49:12,31.431,95116.256
23/06/2021 06:19:12,31.906,95111.52
23/06/2021 06:49:12,31.741,95088.335
23/06/2021 07:19:12,31.775,95069.943
23/06/2021 07:49:12,31.923,95076.441
23/06/2021 08:19:12,31.459,95082.53
23/06/2021 08:49:12,31.188,95102.114
23/06/2021 09:19:12,31.285,95136.393
23/06/2021 09:49:12,31.722,95158.361
23/06/2021 10:19:12,32.973,95169.869
23/06/2021 10:49:12,29.604,95254.979
23/06/2021 11:19:12,33.74,95271.811
23/06/2021 11:49:12,34.101,94066.347
23/06/2021 12:19:12,29.936,94814.616
23/06/2021 12:49:12,35.218,95328.18
23/06/2021 13:19:12,35.89,95352.766
23/06/2021 13:49:12,29.876,95337.478
23/06/2021 14:19:12,34.817,95338.075
23/06/2021 14:49:12,34.032,95268.702
23/06/2021 15:19:12,35.919,95351.957
23/06/2021 15:49:12,36.843,95370.333
23/06/2021 16:19:12,33.804,95314.708
23/06/2021 16:49:12,36.946,95346.08
23/06/2021 17:19:12,32.65,95383.782
23/06/2021 17:49:12,36.785,95367.542
23/06/2021 18:19:12,37.756,95367.182
23/06/2021 18:49:12,33.319,95367.319
23/06/2021 19:19:12,36.854,95392.336
23/06/2021 19:49:12,36.893,95380.645
23/06/2021 20:19:12,37.111,95305.5
23/06/2021 20:49:12,36.651,95254.176
23/06/2021 21:19:12,37.62,95320.371
23/06/2021 21:49:12,36.166,95252.981
23/06/2021 22:19:12,33.85,95317.108
23/06/2021 22:49:12,37.204,95344.178
23/06/2021 23:19:12,36.35,95330.449
23/06/2021 23:49:12,29.26,95362.827
24/06/2021 00:19:12,35.982,95408.422
24/06/2021 00:49:12,36.172,95439.979
24/06/2021 01:19:12,34.442,95395.258
24/06/2021 01:49:12,34.297,95424.95
24/06/2021 02:19:12,33.588,95471.71
24/06/2021 02:49:12,33.609,95497.468
24/06/2021 03:19:12,33.442,95484.995
24/06/2021 03:49:12,32.813,95486.311
24/06/2021 04:19:12,32.614,95481.195
24/06/2021 04:49:12,32.918,95465.134
24/06/2021 05:19:12,32.583,95458.751
24/06/2021 05:49:12,32.935,95466.595
24/06/2021 06:19:12,32.699,95463.11
24/06/2021 06:49:12,31.376,95426.859
24/06/2021 07:19:12,32.148,95406.999
24/06/2021 07:49:12,32.201,95406.557
24/06/2021 08:19:12,32.567,95427.758
24/06/2021 08:49:12,32.314,95452.42
24/06/2021 09:19:12,32.714,95465.588
24/06/2021 09:49:12,32.951,95468.137
24/06/2021 10:19:12,33.146,95518.865
24/06/2021 10:49:12,29.306,95400.186
24/06/2021 11:19:12,28.186,95271.01
24/06/2021 11:49:12,31.237,95116.243
24/06/2021 12:19:12,34.272,95541.211
24/06/2021 12:49:12,36.112,95687.463
24/06/2021 13:19:12,36.228,95698.418
24/06/2021 13:49:12,35.182,95636.397
24/06/2021 14:19:12,36.287,95658.036
24/06/2021 14:49:12,35.592,95598.186
24/06/2021 15:19:12,34.628,95646.621
24/06/2021 15:49:12,37.169,95711.578
24/06/2021 16:19:12,37.083,95666.782
24/06/2021 16:49:12,35.428,95640.977
24/06/2021 17:19:12,37.378,95676.079
24/06/2021 17:49:12,34.779,95631.565
24/06/2021 18:19:12,37.308,95575.463
24/06/2021 18:49:12,36.561,95543.442
24/06/2021 19:19:12,35.795,95576.031
24/06/2021 19:49:12,36.901,95582.002
24/06/2021 20:19:12,33.409,95543.504
24/06/2021 20:49:12,36.314,95516.213
24/06/2021 21:19:12,36.513,95559.005
24/06/2021 21:49:12,37.302,95511.652
24/06/2021 22:19:12,37.502,95512.651
24/06/2021 22:49:12,36.965,95464.514
24/06/2021 23:19:12,37.016,95487.25
24/06/2021 23:49:12,36.883,95190.744
25/06/2021 00:19:12,36.694,95433.046
25/06/2021 00:49:12,34.307,95437.456
25/06/2021 01:19:12,34.605,95474.29
25/06/2021 01:49:12,34.77,95521.069
25/06/2021 02:19:12,34.527,95518.57
25/06/2021 02:49:12,34.032,95503.922
25/06/2021 03:19:12,33.453,95505.416
25/06/2021 03:49:12,33.287,95525.506
25/06/2021 04:19:12,33.077,95528.809
25/06/2021 04:49:12,32.74,95508.628
25/06/2021 05:19:12,33.019,95497.043
25/06/2021 05:49:12,32.717,95477.259
25/06/2021 06:19:12,32.504,95508.693
25/06/2021 06:49:12,32.841,95473.954
25/06/2021 07:19:12,32.745,95460.099
25/06/2021 07:49:12,32.436,95457.565
25/06/2021 08:19:12,32.985,95468.279
25/06/2021 08:49:12,32.498,95497.109
25/06/2021 09:19:12,33.402,95537.692
25/06/2021 09:49:12,33.836,95584.676
25/06/2021 10:19:12,33.818,95611.986
25/06/2021 10:49:12,33.707,95425.409
25/06/2021 11:19:12,29.637,95384.918
25/06/2021 11:49:12,29.561,95530.011
25/06/2021 12:19:12,35.549,95635.693
25/06/2021 12:49:12,34.827,95315.144
25/06/2021 13:19:12,36.221,95677.479
25/06/2021 13:49:12,35.427,95643.573
25/06/2021 14:19:12,33.701,95792.956
25/06/2021 14:49:12,35.306,95771.107
25/06/2021 15:19:12,36.537,95650.076
25/06/2021 15:49:12,34.385,95536.868
25/06/2021 16:19:12,35.556,95639.624
25/06/2021 16:49:12,37.495,95657.487
25/06/2021 17:19:12,36.992,95617.968
25/06/2021 17:49:12,43.005,95602.607
25/06/2021 18:19:12,37.342,95602.347
25/06/2021 18:49:12,36.126,95598.145
25/06/2021 19:19:12,37.001,95541.972
25/06/2021 19:49:12,38.695,95497.916
25/06/2021 20:19:12,36.698,95441.716
25/06/2021 20:49:12,35.95,95404.155
25/06/2021 21:19:12,37.584,95479.312
25/06/2021 21:49:12,36.957,95471.128
25/06/2021 22:19:12,37.028,95464.37
25/06/2021 22:49:12,30.534,95385.653
25/06/2021 23:19:12,36.8,95338.074
25/06/2021 23:49:12,35.899,95410.731
26/06/2021 00:19:12,35.782,95358.819
26/06/2021 00:49:12,35.601,95347.999
26/06/2021 01:19:12,35.013,95334.398
26/06/2021 01:49:12,34.509,95349.949
26/06/2021 02:19:12,34.56,95353.369
26/06/2021 02:49:12,34.591,95376.01
26/06/2021 03:19:12,34.591,95408.793
26/06/2021 03:49:12,34.042,95399.813
26/06/2021 04:19:12,34.136,95405.508
26/06/2021 04:49:12,33.941,95421.437
26/06/2021 05:19:12,33.485,95424.18
26/06/2021 05:49:12,33.073,95434.342
26/06/2021 06:19:12,33.179,95428.602
26/06/2021 06:49:12,33.215,95404.564
26/06/2021 07:19:12,33.179,95385.45
26/06/2021 07:49:12,33.342,95402.877
26/06/2021 08:19:12,33.157,95380.372
26/06/2021 08:49:12,33.298,95388.789
26/06/2021 09:19:12,33.011,95372.751
26/06/2021 09:49:12,33.877,95401.002
26/06/2021 10:19:12,32.589,95428.474
26/06/2021 10:49:12,33.412,95384.212
26/06/2021 11:19:12,33.878,95356.998
26/06/2021 11:49:12,35.886,94906.018
26/06/2021 12:19:12,31.658,94903.987
26/06/2021 12:49:12,35.427,95105.256
26/06/2021 13:19:12,36.188,95529.55
26/06/2021 13:49:12,35.754,95514.728
26/06/2021 14:19:12,33.203,95560.168
26/06/2021 14:49:12,35.577,95578.532
26/06/2021 15:19:12,36.119,95587.344
26/06/2021 15:49:12,34.302,95600.367
26/06/2021 16:19:12,39.297,95518.088
26/06/2021 16:49:12,35.847,95608.311
26/06/2021 17:19:12,36.266,95527.879
26/06/2021 17:49:12,37.15,95532.92
26/06/2021 18:19:12,36.881,95569.671
26/06/2021 18:49:12,36.739,95526.178
26/06/2021 19:19:12,36.646,95497.394
26/06/2021 19:49:12,36.047,95476.291
26/06/2021 20:19:12,35.188,95418.127
26/06/2021 20:49:12,37.727,95383.508
26/06/2021 21:19:12,37.319,95348.385
26/06/2021 21:49:12,36.221,95270.033
26/06/2021 22:19:12,33.945,95043.445
26/06/2021 22:49:12,37.481,95295.949
26/06/2021 23:19:12,36.782,95116.467
26/06/2021 23:49:12,36.131,95324.66
27/06/2021 00:19:12,34.642,95300.382
27/06/2021 00:49:12,35.896,95319.272
27/06/2021 01:19:12,34.594,95321.162
27/06/2021 01:49:12,34.014,95316.19
27/06/2021 02:19:12,33.421,95330.074
27/06/2021 02:49:12,32.923,95360.699
27/06/2021 03:19:12,33.471,95378.985
27/06/2021 03:49:12,33.937,95370.106
27/06/2021 04:19:12,33.125,95346.356
27/06/2021 04:49:12,33.613,95374.518
27/06/2021 05:19:12,33.804,95383.981
27/06/2021 05:49:12,33.966,95377.643
27/06/2021 06:19:12,34.117,95351.372
27/06/2021 06:49:12,33.778,95329.594
27/06/2021 07:19:12,34.144,95327.638
27/06/2021 07:49:12,34.654,95324.492
27/06/2021 08:19:12,34.815,95356.663
27/06/2021 08:49:12,34.646,95381.003
27/06/2021 09:19:12,34.54,95387.043
27/06/2021 09:49:12,34.89,95384.391
27/06/2021 10:19:12,34.98,95365.384
27/06/2021 10:49:12,30.105,95396.515
27/06/2021 11:19:12,28.554,94851.853
27/06/2021 11:49:12,34.856,95432.587
27/06/2021 12:19:12,37.83,95239.251
27/06/2021 12:49:12,35.641,95060.112
27/06/2021 13:19:12,32.685,95446.674
27/06/2021 13:49:12,30.407,95259.086
27/06/2021 14:19:12,32.665,94440.064
27/06/2021 14:49:12,32.88,95004.718
27/06/2021 15:19:12,35.555,95645.909
27/06/2021 15:49:12,36.737,95648.757
27/06/2021 16:19:12,35.578,95588.611
27/06/2021 16:49:12,36.178,95644.021
27/06/2021 17:19:12,37.285,95625.618
27/06/2021 17:49:12,36.697,95537.088
27/06/2021 18:19:12,38.166,95486.271
27/06/2021 18:49:12,29.811,95540.525
27/06/2021 19:19:12,35.617,95503.498
27/06/2021 19:49:12,36.859,95510.729
27/06/2021 20:19:12,35.595,95509.411
27/06/2021 20:49:12,34.165,95508.245
27/06/2021 21:19:12,35.114,95556.529
27/06/2021 21:49:12,29.741,95559.899
27/06/2021 22:19:12,36.374,95488.703
27/06/2021 22:49:12,37.037,95484.55
27/06/2021 23:19:12,32.862,95254.941
27/06/2021 23:49:12,37.807,94741.988
28/06/2021 00:19:12,36.785,95482.75
28/06/2021 00:49:12,35.506,95452.461
28/06/2021 01:19:12,35.009,95471.497
28/06/2021 01:49:12,35,95499.42
28/06/2021 02:19:12,34.947,95551.899
28/06/2021 02:49:12,34.542,95572.745
28/06/2021 03:19:12,34.782,95598.162
28/06/2021 03:49:12,34.155,95598.685
28/06/2021 04:19:12,33.839,95603.698
28/06/2021 04:49:12,34.144,95602.298
28/06/2021 05:19:12,34.224,95590.413
28/06/2021 05:49:12,33.983,95572.369
28/06/2021 06:19:12,33.393,95560.532
28/06/2021 06:49:12,33.609,95550.556
28/06/2021 07:19:12,33.411,95539.149
28/06/2021 07:49:12,33.522,95554.81
28/06/2021 08:19:12,34.295,95562.722
28/06/2021 08:49:12,33.742,95589.044
28/06/2021 09:19:12,34.184,95605
28/06/2021 09:49:12,34.626,95619.808
28/06/2021 10:19:12,35.215,95591.499
28/06/2021 10:49:12,30.397,95681.991
28/06/2021 11:19:12,31.997,95682.284
28/06/2021 11:49:12,35.182,95783.283
28/06/2021 12:19:12,31.906,95581.859
28/06/2021 12:49:12,36.493,95805.567
28/06/2021 13:19:12,36.042,95775.892
28/06/2021 13:49:12,36.766,95797.543
28/06/2021 14:19:12,35.586,95797.153
28/06/2021 14:49:12,36.293,95799.606
28/06/2021 15:19:12,36.478,95836.383
28/06/2021 15:49:12,37.636,95798.984
28/06/2021 16:19:12,36.152,95731.809
28/06/2021 16:49:12,37.227,95712.397
28/06/2021 17:19:12,33.847,95720.458
28/06/2021 17:49:12,37.329,95745.253
28/06/2021 18:19:12,43.769,95645.626
28/06/2021 18:49:12,36.81,95597.459
28/06/2021 19:19:12,49.25,95538.948
28/06/2021 19:49:12,37.032,95523.717
28/06/2021 20:19:12,33.442,95589.277
28/06/2021 20:49:12,36.985,95587.698
28/06/2021 21:19:12,37.406,95570.31
